time,value
4.320000,0.012034
4.330000,0.011539
4.340000,0.011007
4.350000,0.010442
4.360000,0.009846
4.370000,0.009223
4.380000,0.008574
4.390000,0.007905
4.400000,0.007217
4.410000,0.006513
4.420000,0.005798
4.430000,0.005073
4.440000,0.004343
4.450000,0.003609
4.460000,0.002876
4.470000,0.002145
4.480000,0.001421
4.490000,0.000705
4.500000,0.000000
4.510000,-0.000690
4.520000,-0.001365
4.530000,-0.002020
4.540000,-0.002654
4.550000,-0.003265
4.560000,-0.003851
4.570000,-0.004410
4.580000,-0.004940
4.590000,-0.005440
4.600000,-0.005908
4.610000,-0.006343
4.620000,-0.006745
4.630000,-0.007111
4.640000,-0.007441
4.650000,-0.007735
4.660000,-0.007993
4.670000,-0.008213
4.680000,-0.008396
4.690000,-0.008542
4.700000,-0.008650
4.710000,-0.008722
4.720000,-0.008757
4.730000,-0.008757
4.740000,-0.008721
4.750000,-0.008652
4.760000,-0.008549
4.770000,-0.008414
4.780000,-0.008247
4.790000,-0.008051
4.800000,-0.007827
4.810000,-0.007576
4.820000,-0.007299
4.830000,-0.006999
4.840000,-0.006676
4.850000,-0.006333
4.860000,-0.005972
4.870000,-0.005594
4.880000,-0.005201
4.890000,-0.004795
4.900000,-0.004377
4.910000,-0.003951
4.920000,-0.003517
4.930000,-0.003077
4.940000,-0.002634
4.950000,-0.002189
4.960000,-0.001744
4.970000,-0.001301
4.980000,-0.000862
4.990000,-0.000428
5.000000,-0.000000
5.010000,0.000419
5.020000,0.000828
5.030000,0.001225
5.040000,0.001610
5.050000,0.001980
5.060000,0.002336
5.070000,0.002675
5.080000,0.002996
5.090000,0.003300
5.100000,0.003583
5.110000,0.003847
5.120000,0.004091
5.130000,0.004313
5.140000,0.004513
5.150000,0.004692
5.160000,0.004848
5.170000,0.004981
5.180000,0.005092
5.190000,0.005181
5.200000,0.005247
5.210000,0.005290
5.220000,0.005312
5.230000,0.005311
5.240000,0.005290
5.250000,0.005248
5.260000,0.005185
5.270000,0.005103
5.280000,0.005002
5.290000,0.004883
5.300000,0.004747
5.310000,0.004595
5.320000,0.004427
5.330000,0.004245
5.340000,0.004049
5.350000,0.003841
5.360000,0.003622
5.370000,0.003393
5.380000,0.003154
5.390000,0.002908
5.400000,0.002655
5.410000,0.002396
5.420000,0.002133
5.430000,0.001866
5.440000,0.001598
5.450000,0.001328
5.460000,0.001058
5.470000,0.000789
5.480000,0.000523
5.490000,0.000259
5.500000,0.000000
5.510000,-0.000254
5.520000,-0.000502
5.530000,-0.000743
5.540000,-0.000976
5.550000,-0.001201
5.560000,-0.001417
5.570000,-0.001622
5.580000,-0.001817
5.590000,-0.002001
5.600000,-0.002173
5.610000,-0.002334
5.620000,-0.002481
5.630000,-0.002616
5.640000,-0.002737
5.650000,-0.002846
5.660000,-0.002940
5.670000,-0.003021
5.680000,-0.003089
5.690000,-0.003142
5.700000,-0.003182
5.710000,-0.003209
5.720000,-0.003222
5.730000,-0.003221
5.740000,-0.003208
5.750000,-0.003183
5.760000,-0.003145
5.770000,-0.003095
5.780000,-0.003034
5.790000,-0.002962
5.800000,-0.002879
5.810000,-0.002787
5.820000,-0.002685
5.830000,-0.002575
5.840000,-0.002456
5.850000,-0.002330
5.860000,-0.002197
5.870000,-0.002058
5.880000,-0.001913
5.890000,-0.001764
5.900000,-0.001610
5.910000,-0.001453
5.920000,-0.001294
5.930000,-0.001132
5.940000,-0.000969
5.950000,-0.000805
5.960000,-0.000642
5.970000,-0.000479
5.980000,-0.000317
5.990000,-0.000157
6.000000,-0.000000
6.010000,0.000154
6.020000,0.000304
6.030000,0.000451
6.040000,0.000592
6.050000,0.000729
6.060000,0.000859
6.070000,0.000984
6.080000,0.001102
6.090000,0.001214
6.100000,0.001318
6.110000,0.001415
6.120000,0.001505
6.130000,0.001587
6.140000,0.001660
6.150000,0.001726
6.160000,0.001783
6.170000,0.001833
6.180000,0.001873
6.190000,0.001906
6.200000,0.001930
6.210000,0.001946
6.220000,0.001954
6.230000,0.001954
6.240000,0.001946
6.250000,0.001930
6.260000,0.001907
6.270000,0.001877
6.280000,0.001840
6.290000,0.001797
6.300000,0.001746
6.310000,0.001690
6.320000,0.001629
6.330000,0.001562
6.340000,0.001490
6.350000,0.001413
6.360000,0.001333
6.370000,0.001248
6.380000,0.001160
6.390000,0.001070
6.400000,0.000977
6.410000,0.000881
6.420000,0.000785
6.430000,0.000687
6.440000,0.000588
6.450000,0.000488
6.460000,0.000389
6.470000,0.000290
6.480000,0.000192
6.490000,0.000095
6.500000,0.000000
6.510000,-0.000093
6.520000,-0.000185
6.530000,-0.000273
6.540000,-0.000359
6.550000,-0.000442
6.560000,-0.000521
6.570000,-0.000597
6.580000,-0.000669
6.590000,-0.000736
6.600000,-0.000800
6.610000,-0.000858
6.620000,-0.000913
6.630000,-0.000962
6.640000,-0.001007
6.650000,-0.001047
6.660000,-0.001082
6.670000,-0.001111
6.680000,-0.001136
6.690000,-0.001156
6.700000,-0.001171
6.710000,-0.001180
6.720000,-0.001185
6.730000,-0.001185
6.740000,-0.001180
6.750000,-0.001171
6.760000,-0.001157
6.770000,-0.001139
6.780000,-0.001116
6.790000,-0.001090
6.800000,-0.001059
6.810000,-0.001025
6.820000,-0.000988
6.830000,-0.000947
6.840000,-0.000904
6.850000,-0.000857
6.860000,-0.000808
6.870000,-0.000757
6.880000,-0.000704
6.890000,-0.000649
6.900000,-0.000592
6.910000,-0.000535
6.920000,-0.000476
6.930000,-0.000416
6.940000,-0.000356
6.950000,-0.000296
6.960000,-0.000236
6.970000,-0.000176
6.980000,-0.000117
6.990000,-0.000058
7.000000,-0.000000
7.010000,0.000057
7.020000,0.000112
7.030000,0.000166
7.040000,0.000218
7.050000,0.000268
7.060000,0.000316
7.070000,0.000362
7.080000,0.000406
7.090000,0.000447
7.100000,0.000485
7.110000,0.000521
7.120000,0.000554
7.130000,0.000584
7.140000,0.000611
7.150000,0.000635
7.160000,0.000656
7.170000,0.000674
7.180000,0.000689
7.190000,0.000701
7.200000,0.000710
7.210000,0.000716
7.220000,0.000719
7.230000,0.000719
7.240000,0.000716
7.250000,0.000710
7.260000,0.000702
7.270000,0.000691
7.280000,0.000677
7.290000,0.000661
7.300000,0.000642
7.310000,0.000622
7.320000,0.000599
7.330000,0.000574
7.340000,0.000548
7.350000,0.000520
7.360000,0.000490
7.370000,0.000459
7.380000,0.000427
7.390000,0.000394
7.400000,0.000359
7.410000,0.000324
7.420000,0.000289
7.430000,0.000253
7.440000,0.000216
7.450000,0.000180
7.460000,0.000143
7.470000,0.000107
7.480000,0.000071
7.490000,0.000035
7.500000,0.000000
7.510000,-0.000034
7.520000,-0.000068
7.530000,-0.000101
7.540000,-0.000132
7.550000,-0.000163
7.560000,-0.000192
7.570000,-0.000220
7.580000,-0.000246
7.590000,-0.000271
7.600000,-0.000294
7.610000,-0.000316
7.620000,-0.000336
7.630000,-0.000354
7.640000,-0.000370
7.650000,-0.000385
7.660000,-0.000398
7.670000,-0.000409
7.680000,-0.000418
7.690000,-0.000425
7.700000,-0.000431
7.710000,-0.000434
7.720000,-0.000436
7.730000,-0.000436
7.740000,-0.000434
7.750000,-0.000431
7.760000,-0.000426
7.770000,-0.000419
7.780000,-0.000411
7.790000,-0.000401
7.800000,-0.000390
7.810000,-0.000377
7.820000,-0.000363
7.830000,-0.000348
7.840000,-0.000332
7.850000,-0.000315
7.860000,-0.000297
7.870000,-0.000279
7.880000,-0.000259
7.890000,-0.000239
7.900000,-0.000218
7.910000,-0.000197
7.920000,-0.000175
7.930000,-0.000153
7.940000,-0.000131
7.950000,-0.000109
7.960000,-0.000087
7.970000,-0.000065
7.980000,-0.000043
7.990000,-0.000021
8.000000,-0.000000
8.010000,0.000021
8.020000,0.000041
8.030000,0.000061
8.040000,0.000080
8.050000,0.000099
8.060000,0.000116
8.070000,0.000133
8.080000,0.000149
8.090000,0.000164
8.100000,0.000178
8.110000,0.000192
8.120000,0.000204
8.130000,0.000215
8.140000,0.000225
8.150000,0.000234
8.160000,0.000241
8.170000,0.000248
8.180000,0.000254
8.190000,0.000258
8.200000,0.000261
8.210000,0.000263
8.220000,0.000264
8.230000,0.000264
8.240000,0.000263
8.250000,0.000261
8.260000,0.000258
8.270000,0.000254
8.280000,0.000249
8.290000,0.000243
8.300000,0.000236
8.310000,0.000229
8.320000,0.000220
8.330000,0.000211
8.340000,0.000202
8.350000,0.000191
8.360000,0.000180
8.370000,0.000169
8.380000,0.000157
8.390000,0.000145
8.400000,0.000132
8.410000,0.000119
8.420000,0.000106
8.430000,0.000093
8.440000,0.000080
8.450000,0.000066
8.460000,0.000053
8.470000,0.000039
8.480000,0.000026
8.490000,0.000013
8.500000,0.000000
8.510000,-0.000013
8.520000,-0.000025
8.530000,-0.000037
8.540000,-0.000049
8.550000,-0.000060
8.560000,-0.000071
8.570000,-0.000081
8.580000,-0.000090
8.590000,-0.000100
8.600000,-0.000108
8.610000,-0.000116
8.620000,-0.000124
8.630000,-0.000130
8.640000,-0.000136
8.650000,-0.000142
8.660000,-0.000146
8.670000,-0.000150
8.680000,-0.000154
8.690000,-0.000156
8.700000,-0.000158
8.710000,-0.000160
8.720000,-0.000160
8.730000,-0.000160
8.740000,-0.000160
8.750000,-0.000158
8.760000,-0.000157
8.770000,-0.000154
8.780000,-0.000151
8.790000,-0.000147
8.800000,-0.000143
8.810000,-0.000139
8.820000,-0.000134
8.830000,-0.000128
8.840000,-0.000122
8.850000,-0.000116
8.860000,-0.000109
8.870000,-0.000102
8.880000,-0.000095
8.890000,-0.000088
8.900000,-0.000080
8.910000,-0.000072
8.920000,-0.000064
8.930000,-0.000056
8.940000,-0.000048
8.950000,-0.000040
8.960000,-0.000032
8.970000,-0.000024
8.980000,-0.000016
8.990000,-0.000008
9.000000,-0.000000
9.010000,0.000008
9.020000,0.000015
9.030000,0.000022
9.040000,0.000029
9.050000,0.000036
9.060000,0.000043
9.070000,0.000049
9.080000,0.000055
9.090000,0.000060
9.100000,0.000066
9.110000,0.000070
9.120000,0.000075
9.130000,0.000079
9.140000,0.000083
9.150000,0.000086
9.160000,0.000089
9.170000,0.000091
9.180000,0.000093
9.190000,0.000095
9.200000,0.000096
9.210000,0.000097
9.220000,0.000097
9.230000,0.000097
9.240000,0.000097
9.250000,0.000096
9.260000,0.000095
9.270000,0.000093
9.280000,0.000092
9.290000,0.000089
9.300000,0.000087
9.310000,0.000084
9.320000,0.000081
9.330000,0.000078
9.340000,0.000074
9.350000,0.000070
9.360000,0.000066
9.370000,0.000062
9.380000,0.000058
9.390000,0.000053
9.400000,0.000049
9.410000,0.000044
9.420000,0.000039
9.430000,0.000034
9.440000,0.000029
9.450000,0.000024
9.460000,0.000019
9.470000,0.000014
9.480000,0.000010
9.490000,0.000005
9.500000,0.000000
9.510000,-0.000005
9.520000,-0.000009
9.530000,-0.000014
9.540000,-0.000018
9.550000,-0.000022
9.560000,-0.000026
9.570000,-0.000030
9.580000,-0.000033
9.590000,-0.000037
9.600000,-0.000040
9.610000,-0.000043
9.620000,-0.000045
9.630000,-0.000048
9.640000,-0.000050
9.650000,-0.000052
9.660000,-0.000054
9.670000,-0.000055
9.680000,-0.000057
9.690000,-0.000058
9.700000,-0.000058
9.710000,-0.000059
9.720000,-0.000059
9.730000,-0.000059
9.740000,-0.000059
9.750000,-0.000058
9.760000,-0.000058
9.770000,-0.000057
9.780000,-0.000056
9.790000,-0.000054
9.800000,-0.000053
9.810000,-0.000051
9.820000,-0.000049
9.830000,-0.000047
9.840000,-0.000045
9.850000,-0.000043
9.860000,-0.000040
9.870000,-0.000038
9.880000,-0.000035
9.890000,-0.000032
9.900000,-0.000029
9.910000,-0.000027
9.920000,-0.000024
9.930000,-0.000021
9.940000,-0.000018
9.950000,-0.000015
9.960000,-0.000012
9.970000,-0.000009
9.980000,-0.000006
9.990000,-0.000003
10.000000,-0.000000
