time,value
-2.990000,0.003345
-2.980000,0.006708
-2.970000,0.010087
-2.960000,0.013479
-2.950000,0.016880
-2.940000,0.020288
-2.930000,0.023700
-2.920000,0.027111
-2.910000,0.030518
-2.900000,0.033919
-2.890000,0.037310
-2.880000,0.040688
-2.870000,0.044048
-2.860000,0.047389
-2.850000,0.050706
-2.840000,0.053996
-2.830000,0.057256
-2.820000,0.060483
-2.810000,0.063672
-2.800000,0.066821
-2.790000,0.069927
-2.780000,0.072986
-2.770000,0.075994
-2.760000,0.078949
-2.750000,0.081848
-2.740000,0.084686
-2.730000,0.087461
-2.720000,0.090170
-2.710000,0.092810
-2.700000,0.095378
-2.690000,0.097870
-2.680000,0.100283
-2.670000,0.102616
-2.660000,0.104864
-2.650000,0.107025
-2.640000,0.109097
-2.630000,0.111077
-2.620000,0.112961
-2.610000,0.114748
-2.600000,0.116435
-2.590000,0.118020
-2.580000,0.119500
-2.570000,0.120873
-2.560000,0.122138
-2.550000,0.123291
-2.540000,0.124331
-2.530000,0.125256
-2.520000,0.126064
-2.510000,0.126754
-2.500000,0.127324
-2.490000,0.127772
-2.480000,0.128098
-2.470000,0.128298
-2.460000,0.128374
-2.450000,0.128323
-2.440000,0.128144
-2.430000,0.127837
-2.420000,0.127401
-2.410000,0.126834
-2.400000,0.126138
-2.390000,0.125310
-2.380000,0.124351
-2.370000,0.123262
-2.360000,0.122040
-2.350000,0.120687
-2.340000,0.119204
-2.330000,0.117589
-2.320000,0.115844
-2.310000,0.113968
-2.300000,0.111964
-2.290000,0.109831
-2.280000,0.107571
-2.270000,0.105184
-2.260000,0.102671
-2.250000,0.100035
-2.240000,0.097275
-2.230000,0.094395
-2.220000,0.091395
-2.210000,0.088277
-2.200000,0.085044
-2.190000,0.081696
-2.180000,0.078237
-2.170000,0.074669
-2.160000,0.070993
-2.150000,0.067213
-2.140000,0.063331
-2.130000,0.059350
-2.120000,0.055272
-2.110000,0.051100
-2.100000,0.046839
-2.090000,0.042490
-2.080000,0.038057
-2.070000,0.033544
-2.060000,0.028953
-2.050000,0.024289
-2.040000,0.019555
-2.030000,0.014756
-2.020000,0.009894
-2.010000,0.004973
-2.000000,-0.000001
-1.990000,-0.005025
-1.980000,-0.010095
-1.970000,-0.015207
-1.960000,-0.020355
-1.950000,-0.025537
-1.940000,-0.030746
-1.930000,-0.035979
-1.920000,-0.041230
-1.910000,-0.046496
-1.900000,-0.051771
-1.890000,-0.057050
-1.880000,-0.062329
-1.870000,-0.067603
-1.860000,-0.072866
-1.850000,-0.078114
-1.840000,-0.083342
-1.830000,-0.088543
-1.820000,-0.093715
-1.810000,-0.098850
-1.800000,-0.103944
-1.790000,-0.108992
-1.780000,-0.113989
-1.770000,-0.118928
-1.760000,-0.123806
-1.750000,-0.128617
-1.740000,-0.133356
-1.730000,-0.138017
-1.720000,-0.142595
-1.710000,-0.147085
-1.700000,-0.151482
-1.690000,-0.155780
-1.680000,-0.159976
-1.670000,-0.164062
-1.660000,-0.168035
-1.650000,-0.171889
-1.640000,-0.175620
-1.630000,-0.179222
-1.620000,-0.182690
-1.610000,-0.186020
-1.600000,-0.189207
-1.590000,-0.192246
-1.580000,-0.195133
-1.570000,-0.197863
-1.560000,-0.200431
-1.550000,-0.202833
-1.540000,-0.205065
-1.530000,-0.207123
-1.520000,-0.209001
-1.510000,-0.210697
-1.500000,-0.212207
-1.490000,-0.213526
-1.480000,-0.214650
-1.470000,-0.215576
-1.460000,-0.216301
-1.450000,-0.216821
-1.440000,-0.217133
-1.430000,-0.217234
-1.420000,-0.217119
-1.410000,-0.216788
-1.400000,-0.216236
-1.390000,-0.215462
-1.380000,-0.214461
-1.370000,-0.213234
-1.360000,-0.211776
-1.350000,-0.210086
-1.340000,-0.208162
-1.330000,-0.206002
-1.320000,-0.203604
-1.310000,-0.200968
-1.300000,-0.198091
-1.290000,-0.194972
-1.280000,-0.191611
-1.270000,-0.188006
-1.260000,-0.184157
-1.250000,-0.180063
-1.240000,-0.175724
-1.230000,-0.171139
-1.220000,-0.166310
-1.210000,-0.161234
-1.200000,-0.155914
-1.190000,-0.150350
-1.180000,-0.144541
-1.170000,-0.138489
-1.160000,-0.132195
-1.150000,-0.125660
-1.140000,-0.118885
-1.130000,-0.111872
-1.120000,-0.104622
-1.110000,-0.097138
-1.100000,-0.089420
-1.090000,-0.081472
-1.080000,-0.073296
-1.070000,-0.064894
-1.060000,-0.056268
-1.050000,-0.047423
-1.040000,-0.038360
-1.030000,-0.029082
-1.020000,-0.019594
-1.010000,-0.009899
-1.000000,0.000001
-0.990000,0.010100
-0.980000,0.020396
-0.970000,0.030883
-0.960000,0.041558
-0.950000,0.052416
-0.940000,0.063453
-0.930000,0.074664
-0.920000,0.086045
-0.910000,0.097589
-0.900000,0.109293
-0.890000,0.121151
-0.880000,0.133157
-0.870000,0.145307
-0.860000,0.157594
-0.850000,0.170012
-0.840000,0.182557
-0.830000,0.195221
-0.820000,0.208000
-0.810000,0.220886
-0.800000,0.233873
-0.790000,0.246956
-0.780000,0.260127
-0.770000,0.273380
-0.760000,0.286709
-0.750000,0.300106
-0.740000,0.313566
-0.730000,0.327080
-0.720000,0.340642
-0.710000,0.354246
-0.700000,0.367884
-0.690000,0.381549
-0.680000,0.395233
-0.670000,0.408930
-0.660000,0.422633
-0.650000,0.436333
-0.640000,0.450025
-0.630000,0.463700
-0.620000,0.477351
-0.610000,0.490971
-0.600000,0.504552
-0.590000,0.518087
-0.580000,0.531569
-0.570000,0.544990
-0.560000,0.558343
-0.550000,0.571621
-0.540000,0.584815
-0.530000,0.597920
-0.520000,0.610927
-0.510000,0.623830
-0.500000,0.636620
-0.490000,0.649292
-0.480000,0.661838
-0.470000,0.674250
-0.460000,0.686522
-0.450000,0.698647
-0.440000,0.710618
-0.430000,0.722428
-0.420000,0.734071
-0.410000,0.745539
-0.400000,0.756827
-0.390000,0.767928
-0.380000,0.778835
-0.370000,0.789542
-0.360000,0.800043
-0.350000,0.810332
-0.340000,0.820403
-0.330000,0.830251
-0.320000,0.839869
-0.310000,0.849252
-0.300000,0.858394
-0.290000,0.867290
-0.280000,0.875936
-0.270000,0.884325
-0.260000,0.892454
-0.250000,0.900316
-0.240000,0.907909
-0.230000,0.915227
-0.220000,0.922265
-0.210000,0.929021
-0.200000,0.935489
-0.190000,0.941667
-0.180000,0.947550
-0.170000,0.953135
-0.160000,0.958419
-0.150000,0.963398
-0.140000,0.968070
-0.130000,0.972432
-0.120000,0.976481
-0.110000,0.980215
-0.100000,0.983632
-0.090000,0.986729
-0.080000,0.989506
-0.070000,0.991959
-0.060000,0.994089
-0.050000,0.995893
-0.040000,0.997370
-0.030000,0.998520
-0.020000,0.999342
-0.010000,0.999836
-0.000000,1.000000
0.010000,0.999836
0.020000,0.999342
0.030000,0.998520
0.040000,0.997370
0.050000,0.995893
0.060000,0.994089
0.070000,0.991959
0.080000,0.989506
0.090000,0.986729
0.100000,0.983632
0.110000,0.980215
0.120000,0.976481
0.130000,0.972432
0.140000,0.968070
0.150000,0.963398
0.160000,0.958419
0.170000,0.953135
0.180000,0.947550
0.190000,0.941667
0.200000,0.935489
0.210000,0.929021
0.220000,0.922265
0.230000,0.915227
0.240000,0.907909
0.250000,0.900316
0.260000,0.892454
0.270000,0.884325
0.280000,0.875936
0.290000,0.867290
0.300000,0.858394
0.310000,0.849252
0.320000,0.839869
0.330000,0.830251
0.340000,0.820403
0.350000,0.810332
0.360000,0.800043
0.370000,0.789542
0.380000,0.778835
0.390000,0.767928
0.400000,0.756827
0.410000,0.745539
0.420000,0.734071
0.430000,0.722428
0.440000,0.710618
0.450000,0.698647
0.460000,0.686522
0.470000,0.674250
0.480000,0.661838
0.490000,0.649292
0.500000,0.636620
0.510000,0.623830
0.520000,0.610927
0.530000,0.597920
0.540000,0.584815
0.550000,0.571621
0.560000,0.558343
0.570000,0.544990
0.580000,0.531569
0.590000,0.518087
0.600000,0.504552
0.610000,0.490971
0.620000,0.477351
0.630000,0.463700
0.640000,0.450025
0.650000,0.436333
0.660000,0.422633
0.670000,0.408930
0.680000,0.395233
0.690000,0.381549
0.700000,0.367884
0.710000,0.354246
0.720000,0.340642
0.730000,0.327080
0.740000,0.313566
0.750000,0.300106
0.760000,0.286709
0.770000,0.273380
0.780000,0.260127
0.790000,0.246956
0.800000,0.233873
0.810000,0.220886
0.820000,0.208000
0.830000,0.195221
0.840000,0.182557
0.850000,0.170012
0.860000,0.157594
0.870000,0.145307
0.880000,0.133157
0.890000,0.121151
0.900000,0.109293
0.910000,0.097589
0.920000,0.086045
0.930000,0.074664
0.940000,0.063453
0.950000,0.052416
0.960000,0.041558
0.970000,0.030883
0.980000,0.020396
0.990000,0.010100
1.000000,0.000001
1.010000,-0.009899
1.020000,-0.019594
1.030000,-0.029082
1.040000,-0.038360
1.050000,-0.047423
1.060000,-0.056268
1.070000,-0.064894
1.080000,-0.073296
1.090000,-0.081472
1.100000,-0.089420
1.110000,-0.097138
1.120000,-0.104622
1.130000,-0.111872
1.140000,-0.118885
1.150000,-0.125660
1.160000,-0.132195
1.170000,-0.138489
1.180000,-0.144541
1.190000,-0.150350
1.200000,-0.155914
1.210000,-0.161234
1.220000,-0.166310
1.230000,-0.171139
1.240000,-0.175724
1.250000,-0.180063
1.260000,-0.184157
1.270000,-0.188006
1.280000,-0.191611
1.290000,-0.194972
1.300000,-0.198091
1.310000,-0.200968
1.320000,-0.203604
1.330000,-0.206002
1.340000,-0.208162
1.350000,-0.210086
1.360000,-0.211776
1.370000,-0.213234
1.380000,-0.214461
1.390000,-0.215462
1.400000,-0.216236
1.410000,-0.216788
1.420000,-0.217119
1.430000,-0.217234
1.440000,-0.217133
1.450000,-0.216821
1.460000,-0.216301
1.470000,-0.215576
1.480000,-0.214650
1.490000,-0.213526
1.500000,-0.212207
1.510000,-0.210697
1.520000,-0.209001
1.530000,-0.207123
1.540000,-0.205065
1.550000,-0.202833
1.560000,-0.200431
1.570000,-0.197863
1.580000,-0.195133
1.590000,-0.192246
1.600000,-0.189207
1.610000,-0.186020
1.620000,-0.182690
1.630000,-0.179222
1.640000,-0.175620
1.650000,-0.171889
1.660000,-0.168035
1.670000,-0.164062
1.680000,-0.159976
1.690000,-0.155780
1.700000,-0.151482
1.710000,-0.147085
1.720000,-0.142595
1.730000,-0.138017
1.740000,-0.133356
1.750000,-0.128617
1.760000,-0.123806
1.770000,-0.118928
1.780000,-0.113989
1.790000,-0.108992
1.800000,-0.103944
1.810000,-0.098850
1.820000,-0.093715
1.830000,-0.088543
1.840000,-0.083342
1.850000,-0.078114
1.860000,-0.072866
1.870000,-0.067603
1.880000,-0.062329
1.890000,-0.057050
1.900000,-0.051771
1.910000,-0.046496
1.920000,-0.041230
1.930000,-0.035979
1.940000,-0.030746
1.950000,-0.025537
1.960000,-0.020355
1.970000,-0.015207
1.980000,-0.010095
1.990000,-0.005025
2.000000,-0.000001
2.010000,0.004973
2.020000,0.009894
2.030000,0.014756
2.040000,0.019555
2.050000,0.024289
2.060000,0.028953
2.070000,0.033544
2.080000,0.038057
2.090000,0.042490
2.100000,0.046839
2.110000,0.051100
2.120000,0.055272
2.130000,0.059350
2.140000,0.063331
2.150000,0.067213
2.160000,0.070993
2.170000,0.074669
2.180000,0.078237
2.190000,0.081696
2.200000,0.085044
2.210000,0.088277
2.220000,0.091395
2.230000,0.094395
2.240000,0.097275
2.250000,0.100035
2.260000,0.102671
2.270000,0.105184
2.280000,0.107571
2.290000,0.109831
2.300000,0.111964
2.310000,0.113968
2.320000,0.115844
2.330000,0.117589
2.340000,0.119204
2.350000,0.120687
2.360000,0.122040
2.370000,0.123262
2.380000,0.124351
2.390000,0.125310
2.400000,0.126138
2.410000,0.126834
2.420000,0.127401
2.430000,0.127837
2.440000,0.128144
2.450000,0.128323
2.460000,0.128374
2.470000,0.128298
2.480000,0.128098
2.490000,0.127772
2.500000,0.127324
2.510000,0.126754
2.520000,0.126064
2.530000,0.125256
2.540000,0.124331
2.550000,0.123291
2.560000,0.122138
2.570000,0.120873
2.580000,0.119500
2.590000,0.118020
2.600000,0.116435
2.610000,0.114748
2.620000,0.112961
2.630000,0.111077
2.640000,0.109097
2.650000,0.107025
2.660000,0.104864
2.670000,0.102616
2.680000,0.100283
2.690000,0.097870
2.700000,0.095378
2.710000,0.092810
2.720000,0.090170
2.730000,0.087461
2.740000,0.084686
2.750000,0.081848
2.760000,0.078949
2.770000,0.075994
2.780000,0.072986
2.790000,0.069927
2.800000,0.066821
2.810000,0.063672
2.820000,0.060483
2.830000,0.057256
2.840000,0.053996
2.850000,0.050706
2.860000,0.047389
2.870000,0.044048
2.880000,0.040688
2.890000,0.037310
2.900000,0.033919
2.910000,0.030518
2.920000,0.027111
2.930000,0.023700
2.940000,0.020288
2.950000,0.016880
2.960000,0.013479
2.970000,0.010087
2.980000,0.006708
2.990000,0.003345
3.000000,0.000001
3.010000,-0.003321
3.020000,-0.006617
3.030000,-0.009886
3.040000,-0.013122
3.050000,-0.016325
3.060000,-0.019491
3.070000,-0.022617
3.080000,-0.025701
3.090000,-0.028739
3.100000,-0.031729
3.110000,-0.034669
3.120000,-0.037556
3.130000,-0.040388
3.140000,-0.043162
3.150000,-0.045875
3.160000,-0.048527
3.170000,-0.051114
3.180000,-0.053634
3.190000,-0.056086
3.200000,-0.058467
3.210000,-0.060776
3.220000,-0.063011
3.230000,-0.065170
3.240000,-0.067252
3.250000,-0.069255
3.260000,-0.071177
3.270000,-0.073017
3.280000,-0.074775
3.290000,-0.076448
3.300000,-0.078035
3.310000,-0.079537
3.320000,-0.080951
3.330000,-0.082277
3.340000,-0.083514
3.350000,-0.084661
3.360000,-0.085719
3.370000,-0.086685
3.380000,-0.087561
3.390000,-0.088345
3.400000,-0.089038
3.410000,-0.089639
3.420000,-0.090149
3.430000,-0.090567
3.440000,-0.090893
3.450000,-0.091128
3.460000,-0.091272
3.470000,-0.091325
3.480000,-0.091288
3.490000,-0.091161
3.500000,-0.090946
3.510000,-0.090642
3.520000,-0.090251
3.530000,-0.089773
3.540000,-0.089209
3.550000,-0.088561
3.560000,-0.087829
3.570000,-0.087015
3.580000,-0.086120
3.590000,-0.085145
3.600000,-0.084092
3.610000,-0.082962
3.620000,-0.081756
3.630000,-0.080477
3.640000,-0.079126
3.650000,-0.077704
3.660000,-0.076213
3.670000,-0.074655
3.680000,-0.073033
3.690000,-0.071347
3.700000,-0.069600
3.710000,-0.067794
3.720000,-0.065931
3.730000,-0.064013
3.740000,-0.062043
3.750000,-0.060022
3.760000,-0.057952
3.770000,-0.055837
3.780000,-0.053678
3.790000,-0.051477
3.800000,-0.049237
3.810000,-0.046961
3.820000,-0.044650
3.830000,-0.042307
3.840000,-0.039935
3.850000,-0.037536
3.860000,-0.035112
3.870000,-0.032666
3.880000,-0.030201
3.890000,-0.027719
3.900000,-0.025222
3.910000,-0.022713
3.920000,-0.020195
3.930000,-0.017669
3.940000,-0.015139
3.950000,-0.012607
3.960000,-0.010075
3.970000,-0.007546
3.980000,-0.005023
3.990000,-0.002507
4.000000,-0.000001
4.010000,0.002493
4.020000,0.004971
4.030000,0.007432
4.040000,0.009874
4.050000,0.012294
4.060000,0.014690
4.070000,0.017060
4.080000,0.019401
4.090000,0.021712
4.100000,0.023990
4.110000,0.026234
4.120000,0.028440
4.130000,0.030608
4.140000,0.032736
4.150000,0.034821
4.160000,0.036862
4.170000,0.038856
4.180000,0.040803
4.190000,0.042700
4.200000,0.044546
4.210000,0.046340
4.220000,0.048080
4.230000,0.049763
4.240000,0.051390
4.250000,0.052959
4.260000,0.054468
4.270000,0.055917
4.280000,0.057304
4.290000,0.058628
4.300000,0.059887
4.310000,0.061083
4.320000,0.062212
4.330000,0.063275
4.340000,0.064271
4.350000,0.065199
4.360000,0.066058
4.370000,0.066849
4.380000,0.067570
4.390000,0.068221
4.400000,0.068802
4.410000,0.069313
4.420000,0.069753
4.430000,0.070123
4.440000,0.070421
4.450000,0.070650
4.460000,0.070807
4.470000,0.070894
4.480000,0.070911
4.490000,0.070858
4.500000,0.070736
4.510000,0.070544
4.520000,0.070284
4.530000,0.069955
4.540000,0.069560
4.550000,0.069097
4.560000,0.068569
4.570000,0.067975
4.580000,0.067317
4.590000,0.066595
4.600000,0.065811
4.610000,0.064966
4.620000,0.064060
4.630000,0.063096
4.640000,0.062073
4.650000,0.060993
4.660000,0.059858
4.670000,0.058669
4.680000,0.057427
4.690000,0.056134
4.700000,0.054792
4.710000,0.053401
4.720000,0.051963
4.730000,0.050480
4.740000,0.048954
4.750000,0.047386
4.760000,0.045778
4.770000,0.044131
4.780000,0.042448
4.790000,0.040730
4.800000,0.038979
4.810000,0.037198
4.820000,0.035386
4.830000,0.033548
4.840000,0.031684
4.850000,0.029797
4.860000,0.027888
4.870000,0.025959
4.880000,0.024013
4.890000,0.022051
4.900000,0.020075
4.910000,0.018088
4.920000,0.016090
4.930000,0.014085
4.940000,0.012075
4.950000,0.010060
4.960000,0.008044
4.970000,0.006028
4.980000,0.004014
4.990000,0.002005
5.000000,0.000001
