time,value
0.216000,0.805735
0.217000,0.804930
0.218000,0.804125
0.219000,0.803322
0.220000,0.802519
0.221000,0.801717
0.222000,0.800915
0.223000,0.800115
0.224000,0.799315
0.225000,0.798516
0.226000,0.797718
0.227000,0.796921
0.228000,0.796124
0.229000,0.795329
0.230000,0.794534
0.231000,0.793739
0.232000,0.792946
0.233000,0.792154
0.234000,0.791362
0.235000,0.790571
0.236000,0.789781
0.237000,0.788991
0.238000,0.788203
0.239000,0.787415
0.240000,0.786628
0.241000,0.785842
0.242000,0.785056
0.243000,0.784272
0.244000,0.783488
0.245000,0.782705
0.246000,0.781922
0.247000,0.781141
0.248000,0.780360
0.249000,0.779580
0.250000,0.778801
0.251000,0.778022
0.252000,0.777245
0.253000,0.776468
0.254000,0.775692
0.255000,0.774916
0.256000,0.774142
0.257000,0.773368
0.258000,0.772595
0.259000,0.771823
0.260000,0.771052
0.261000,0.770281
0.262000,0.769511
0.263000,0.768742
0.264000,0.767974
0.265000,0.767206
0.266000,0.766439
0.267000,0.765673
0.268000,0.764908
0.269000,0.764143
0.270000,0.763379
0.271000,0.762616
0.272000,0.761854
0.273000,0.761093
0.274000,0.760332
0.275000,0.759572
0.276000,0.758813
0.277000,0.758054
0.278000,0.757297
0.279000,0.756540
0.280000,0.755784
0.281000,0.755028
0.282000,0.754274
0.283000,0.753520
0.284000,0.752767
0.285000,0.752014
0.286000,0.751263
0.287000,0.750512
0.288000,0.749762
0.289000,0.749012
0.290000,0.748264
0.291000,0.747516
0.292000,0.746769
0.293000,0.746022
0.294000,0.745276
0.295000,0.744532
0.296000,0.743787
0.297000,0.743044
0.298000,0.742301
0.299000,0.741559
0.300000,0.740818
0.301000,0.740078
0.302000,0.739338
0.303000,0.738599
0.304000,0.737861
0.305000,0.737123
0.306000,0.736387
0.307000,0.735651
0.308000,0.734915
0.309000,0.734181
0.310000,0.733447
0.311000,0.732714
0.312000,0.731982
0.313000,0.731250
0.314000,0.730519
0.315000,0.729789
0.316000,0.729059
0.317000,0.728331
0.318000,0.727603
0.319000,0.726876
0.320000,0.726149
0.321000,0.725423
0.322000,0.724698
0.323000,0.723974
0.324000,0.723250
0.325000,0.722527
0.326000,0.721805
0.327000,0.721084
0.328000,0.720363
0.329000,0.719643
0.330000,0.718924
0.331000,0.718205
0.332000,0.717487
0.333000,0.716770
0.334000,0.716054
0.335000,0.715338
0.336000,0.714623
0.337000,0.713909
0.338000,0.713195
0.339000,0.712482
0.340000,0.711770
0.341000,0.711059
0.342000,0.710348
0.343000,0.709638
0.344000,0.708929
0.345000,0.708220
0.346000,0.707512
0.347000,0.706805
0.348000,0.706099
0.349000,0.705393
0.350000,0.704688
0.351000,0.703984
0.352000,0.703280
0.353000,0.702577
0.354000,0.701875
0.355000,0.701173
0.356000,0.700473
0.357000,0.699772
0.358000,0.699073
0.359000,0.698374
0.360000,0.697676
0.361000,0.696979
0.362000,0.696282
0.363000,0.695586
0.364000,0.694891
0.365000,0.694197
0.366000,0.693503
0.367000,0.692810
0.368000,0.692117
0.369000,0.691425
0.370000,0.690734
0.371000,0.690044
0.372000,0.689354
0.373000,0.688665
0.374000,0.687977
0.375000,0.687289
0.376000,0.686602
0.377000,0.685916
0.378000,0.685231
0.379000,0.684546
0.380000,0.683861
0.381000,0.683178
0.382000,0.682495
0.383000,0.681813
0.384000,0.681131
0.385000,0.680451
0.386000,0.679771
0.387000,0.679091
0.388000,0.678412
0.389000,0.677734
0.390000,0.677057
0.391000,0.676380
0.392000,0.675704
0.393000,0.675029
0.394000,0.674354
0.395000,0.673680
0.396000,0.673007
0.397000,0.672334
0.398000,0.671662
0.399000,0.670991
0.400000,0.670320
0.401000,0.669650
0.402000,0.668981
0.403000,0.668312
0.404000,0.667644
0.405000,0.666977
0.406000,0.666310
0.407000,0.665644
0.408000,0.664979
0.409000,0.664314
0.410000,0.663650
0.411000,0.662987
0.412000,0.662324
0.413000,0.661662
0.414000,0.661001
0.415000,0.660340
0.416000,0.659680
0.417000,0.659021
0.418000,0.658362
0.419000,0.657704
0.420000,0.657047
0.421000,0.656390
0.422000,0.655734
0.423000,0.655079
0.424000,0.654424
0.425000,0.653770
0.426000,0.653116
0.427000,0.652464
0.428000,0.651811
0.429000,0.651160
0.430000,0.650509
0.431000,0.649859
0.432000,0.649209
0.433000,0.648560
0.434000,0.647912
0.435000,0.647265
0.436000,0.646618
0.437000,0.645971
0.438000,0.645326
0.439000,0.644681
0.440000,0.644036
0.441000,0.643393
0.442000,0.642750
0.443000,0.642107
0.444000,0.641465
0.445000,0.640824
0.446000,0.640184
0.447000,0.639544
0.448000,0.638905
0.449000,0.638266
0.450000,0.637628
0.451000,0.636991
0.452000,0.636354
0.453000,0.635718
0.454000,0.635083
0.455000,0.634448
0.456000,0.633814
0.457000,0.633180
0.458000,0.632547
0.459000,0.631915
0.460000,0.631284
0.461000,0.630653
0.462000,0.630022
0.463000,0.629393
0.464000,0.628764
0.465000,0.628135
0.466000,0.627507
0.467000,0.626880
0.468000,0.626254
0.469000,0.625628
0.470000,0.625002
0.471000,0.624378
0.472000,0.623754
0.473000,0.623130
0.474000,0.622507
0.475000,0.621885
0.476000,0.621263
0.477000,0.620643
0.478000,0.620022
0.479000,0.619402
0.480000,0.618783
0.481000,0.618165
0.482000,0.617547
0.483000,0.616930
0.484000,0.616313
0.485000,0.615697
0.486000,0.615082
0.487000,0.614467
0.488000,0.613853
0.489000,0.613239
0.490000,0.612626
0.491000,0.612014
0.492000,0.611402
0.493000,0.610791
0.494000,0.610181
0.495000,0.609571
0.496000,0.608962
0.497000,0.608353
0.498000,0.607745
0.499000,0.607137
0.500000,0.606531
0.501000,0.605924
0.502000,0.605319
0.503000,0.604714
0.504000,0.604109
0.505000,0.603506
0.506000,0.602902
0.507000,0.602300
0.508000,0.601698
0.509000,0.601096
0.510000,0.600496
0.511000,0.599895
0.512000,0.599296
0.513000,0.598697
0.514000,0.598098
0.515000,0.597501
0.516000,0.596903
0.517000,0.596307
0.518000,0.595711
0.519000,0.595115
0.520000,0.594521
0.521000,0.593926
0.522000,0.593333
0.523000,0.592740
0.524000,0.592147
0.525000,0.591555
0.526000,0.590964
0.527000,0.590373
0.528000,0.589783
0.529000,0.589194
0.530000,0.588605
0.531000,0.588017
0.532000,0.587429
0.533000,0.586842
0.534000,0.586255
0.535000,0.585669
0.536000,0.585084
0.537000,0.584499
0.538000,0.583915
0.539000,0.583331
0.540000,0.582748
0.541000,0.582166
0.542000,0.581584
0.543000,0.581003
0.544000,0.580422
0.545000,0.579842
0.546000,0.579262
0.547000,0.578683
0.548000,0.578105
0.549000,0.577527
0.550000,0.576950
0.551000,0.576373
0.552000,0.575797
0.553000,0.575222
0.554000,0.574647
0.555000,0.574072
0.556000,0.573498
0.557000,0.572925
0.558000,0.572353
0.559000,0.571781
0.560000,0.571209
0.561000,0.570638
0.562000,0.570068
0.563000,0.569498
0.564000,0.568929
0.565000,0.568360
0.566000,0.567792
0.567000,0.567225
0.568000,0.566658
0.569000,0.566091
0.570000,0.565525
0.571000,0.564960
0.572000,0.564396
0.573000,0.563831
0.574000,0.563268
0.575000,0.562705
0.576000,0.562142
0.577000,0.561581
0.578000,0.561019
0.579000,0.560459
0.580000,0.559898
0.581000,0.559339
0.582000,0.558780
0.583000,0.558221
0.584000,0.557663
0.585000,0.557106
0.586000,0.556549
0.587000,0.555993
0.588000,0.555437
0.589000,0.554882
0.590000,0.554327
0.591000,0.553773
0.592000,0.553220
0.593000,0.552667
0.594000,0.552114
0.595000,0.551563
0.596000,0.551011
0.597000,0.550461
0.598000,0.549910
0.599000,0.549361
0.600000,0.548812
0.601000,0.548263
0.602000,0.547715
0.603000,0.547168
0.604000,0.546621
0.605000,0.546074
0.606000,0.545529
0.607000,0.544983
0.608000,0.544439
0.609000,0.543894
0.610000,0.543351
0.611000,0.542808
0.612000,0.542265
0.613000,0.541723
0.614000,0.541182
0.615000,0.540641
0.616000,0.540101
0.617000,0.539561
0.618000,0.539021
0.619000,0.538483
0.620000,0.537944
0.621000,0.537407
0.622000,0.536870
0.623000,0.536333
0.624000,0.535797
0.625000,0.535261
0.626000,0.534726
0.627000,0.534192
0.628000,0.533658
0.629000,0.533125
0.630000,0.532592
0.631000,0.532059
0.632000,0.531528
0.633000,0.530996
0.634000,0.530466
0.635000,0.529935
0.636000,0.529406
0.637000,0.528877
0.638000,0.528348
0.639000,0.527820
0.640000,0.527292
0.641000,0.526765
0.642000,0.526239
0.643000,0.525713
0.644000,0.525187
0.645000,0.524663
0.646000,0.524138
0.647000,0.523614
0.648000,0.523091
0.649000,0.522568
0.650000,0.522046
0.651000,0.521524
0.652000,0.521003
0.653000,0.520482
0.654000,0.519962
0.655000,0.519442
0.656000,0.518923
0.657000,0.518404
0.658000,0.517886
0.659000,0.517368
0.660000,0.516851
0.661000,0.516335
0.662000,0.515819
0.663000,0.515303
0.664000,0.514788
0.665000,0.514274
0.666000,0.513760
0.667000,0.513246
0.668000,0.512733
0.669000,0.512221
0.670000,0.511709
0.671000,0.511197
0.672000,0.510686
0.673000,0.510176
0.674000,0.509666
0.675000,0.509156
0.676000,0.508648
0.677000,0.508139
0.678000,0.507631
0.679000,0.507124
0.680000,0.506617
0.681000,0.506111
0.682000,0.505605
0.683000,0.505099
0.684000,0.504595
0.685000,0.504090
0.686000,0.503586
0.687000,0.503083
0.688000,0.502580
0.689000,0.502078
0.690000,0.501576
0.691000,0.501075
0.692000,0.500574
0.693000,0.500074
0.694000,0.499574
0.695000,0.499074
0.696000,0.498576
0.697000,0.498077
0.698000,0.497579
0.699000,0.497082
0.700000,0.496585
0.701000,0.496089
0.702000,0.495593
0.703000,0.495098
0.704000,0.494603
0.705000,0.494109
0.706000,0.493615
0.707000,0.493121
0.708000,0.492628
0.709000,0.492136
0.710000,0.491644
0.711000,0.491153
0.712000,0.490662
0.713000,0.490171
0.714000,0.489682
0.715000,0.489192
0.716000,0.488703
0.717000,0.488215
0.718000,0.487727
0.719000,0.487239
0.720000,0.486752
0.721000,0.486266
0.722000,0.485780
0.723000,0.485294
0.724000,0.484809
0.725000,0.484325
0.726000,0.483840
0.727000,0.483357
0.728000,0.482874
0.729000,0.482391
0.730000,0.481909
0.731000,0.481427
0.732000,0.480946
0.733000,0.480465
0.734000,0.479985
0.735000,0.479505
0.736000,0.479026
0.737000,0.478547
0.738000,0.478069
0.739000,0.477591
0.740000,0.477114
0.741000,0.476637
0.742000,0.476161
0.743000,0.475685
0.744000,0.475209
0.745000,0.474734
0.746000,0.474260
0.747000,0.473786
0.748000,0.473312
0.749000,0.472839
0.750000,0.472367
0.751000,0.471894
0.752000,0.471423
0.753000,0.470952
0.754000,0.470481
0.755000,0.470011
0.756000,0.469541
0.757000,0.469072
0.758000,0.468603
0.759000,0.468134
0.760000,0.467666
0.761000,0.467199
0.762000,0.466732
0.763000,0.466266
0.764000,0.465799
0.765000,0.465334
0.766000,0.464869
0.767000,0.464404
0.768000,0.463940
0.769000,0.463476
0.770000,0.463013
0.771000,0.462550
0.772000,0.462088
0.773000,0.461626
0.774000,0.461165
0.775000,0.460704
0.776000,0.460243
0.777000,0.459783
0.778000,0.459324
0.779000,0.458865
0.780000,0.458406
0.781000,0.457948
0.782000,0.457490
0.783000,0.457033
0.784000,0.456576
0.785000,0.456120
0.786000,0.455664
0.787000,0.455208
0.788000,0.454753
0.789000,0.454299
0.790000,0.453845
0.791000,0.453391
0.792000,0.452938
0.793000,0.452485
0.794000,0.452033
0.795000,0.451581
0.796000,0.451130
0.797000,0.450679
0.798000,0.450229
0.799000,0.449779
0.800000,0.449329
0.801000,0.448880
0.802000,0.448431
0.803000,0.447983
0.804000,0.447535
0.805000,0.447088
0.806000,0.446641
0.807000,0.446195
0.808000,0.445749
0.809000,0.445303
0.810000,0.444858
0.811000,0.444413
0.812000,0.443969
0.813000,0.443525
0.814000,0.443082
0.815000,0.442639
0.816000,0.442197
0.817000,0.441755
0.818000,0.441313
0.819000,0.440872
0.820000,0.440432
0.821000,0.439991
0.822000,0.439552
0.823000,0.439112
0.824000,0.438673
0.825000,0.438235
0.826000,0.437797
0.827000,0.437359
0.828000,0.436922
0.829000,0.436486
0.830000,0.436049
0.831000,0.435613
0.832000,0.435178
0.833000,0.434743
0.834000,0.434309
0.835000,0.433874
0.836000,0.433441
0.837000,0.433008
0.838000,0.432575
0.839000,0.432142
0.840000,0.431711
0.841000,0.431279
0.842000,0.430848
0.843000,0.430417
0.844000,0.429987
0.845000,0.429557
0.846000,0.429128
0.847000,0.428699
0.848000,0.428271
0.849000,0.427843
0.850000,0.427415
0.851000,0.426988
0.852000,0.426561
0.853000,0.426135
0.854000,0.425709
0.855000,0.425283
0.856000,0.424858
0.857000,0.424433
0.858000,0.424009
0.859000,0.423585
0.860000,0.423162
0.861000,0.422739
0.862000,0.422317
0.863000,0.421894
0.864000,0.421473
0.865000,0.421052
0.866000,0.420631
0.867000,0.420210
0.868000,0.419790
0.869000,0.419371
0.870000,0.418952
0.871000,0.418533
0.872000,0.418114
0.873000,0.417697
0.874000,0.417279
0.875000,0.416862
0.876000,0.416445
0.877000,0.416029
0.878000,0.415613
0.879000,0.415198
0.880000,0.414783
0.881000,0.414368
0.882000,0.413954
0.883000,0.413540
0.884000,0.413127
0.885000,0.412714
0.886000,0.412302
0.887000,0.411890
0.888000,0.411478
0.889000,0.411067
0.890000,0.410656
0.891000,0.410245
0.892000,0.409835
0.893000,0.409426
0.894000,0.409016
0.895000,0.408608
0.896000,0.408199
0.897000,0.407791
0.898000,0.407384
0.899000,0.406976
0.900000,0.406570
0.901000,0.406163
0.902000,0.405757
0.903000,0.405352
0.904000,0.404947
0.905000,0.404542
0.906000,0.404138
0.907000,0.403734
0.908000,0.403330
0.909000,0.402927
0.910000,0.402524
0.911000,0.402122
0.912000,0.401720
0.913000,0.401318
0.914000,0.400917
0.915000,0.400517
0.916000,0.400116
0.917000,0.399716
0.918000,0.399317
0.919000,0.398918
0.920000,0.398519
0.921000,0.398121
0.922000,0.397723
0.923000,0.397325
0.924000,0.396928
0.925000,0.396531
0.926000,0.396135
0.927000,0.395739
0.928000,0.395344
0.929000,0.394948
0.930000,0.394554
0.931000,0.394159
0.932000,0.393765
0.933000,0.393372
0.934000,0.392979
0.935000,0.392586
0.936000,0.392193
0.937000,0.391801
0.938000,0.391410
0.939000,0.391019
0.940000,0.390628
0.941000,0.390237
0.942000,0.389847
0.943000,0.389458
0.944000,0.389068
0.945000,0.388680
0.946000,0.388291
0.947000,0.387903
0.948000,0.387515
0.949000,0.387128
0.950000,0.386741
0.951000,0.386354
0.952000,0.385968
0.953000,0.385583
0.954000,0.385197
0.955000,0.384812
0.956000,0.384428
0.957000,0.384043
0.958000,0.383659
0.959000,0.383276
0.960000,0.382893
0.961000,0.382510
0.962000,0.382128
0.963000,0.381746
0.964000,0.381364
0.965000,0.380983
0.966000,0.380602
0.967000,0.380222
0.968000,0.379842
0.969000,0.379462
0.970000,0.379083
0.971000,0.378704
0.972000,0.378326
0.973000,0.377947
0.974000,0.377570
0.975000,0.377192
0.976000,0.376815
0.977000,0.376439
0.978000,0.376062
0.979000,0.375687
0.980000,0.375311
0.981000,0.374936
0.982000,0.374561
0.983000,0.374187
0.984000,0.373813
0.985000,0.373439
0.986000,0.373066
0.987000,0.372693
0.988000,0.372321
0.989000,0.371948
0.990000,0.371577
0.991000,0.371205
0.992000,0.370834
0.993000,0.370464
0.994000,0.370093
0.995000,0.369723
0.996000,0.369354
0.997000,0.368985
0.998000,0.368616
0.999000,0.368248
1.000000,0.367879
1.001000,0.367512
1.002000,0.367144
1.003000,0.366777
1.004000,0.366411
1.005000,0.366045
1.006000,0.365679
1.007000,0.365313
1.008000,0.364948
1.009000,0.364583
1.010000,0.364219
1.011000,0.363855
1.012000,0.363491
1.013000,0.363128
1.014000,0.362765
1.015000,0.362402
1.016000,0.362040
1.017000,0.361678
1.018000,0.361317
1.019000,0.360956
1.020000,0.360595
1.021000,0.360235
1.022000,0.359874
1.023000,0.359515
1.024000,0.359155
1.025000,0.358796
1.026000,0.358438
1.027000,0.358080
1.028000,0.357722
1.029000,0.357364
1.030000,0.357007
1.031000,0.356650
1.032000,0.356294
1.033000,0.355938
1.034000,0.355582
1.035000,0.355226
1.036000,0.354871
1.037000,0.354517
1.038000,0.354162
1.039000,0.353808
1.040000,0.353455
1.041000,0.353101
1.042000,0.352748
1.043000,0.352396
1.044000,0.352044
1.045000,0.351692
1.046000,0.351340
1.047000,0.350989
1.048000,0.350638
1.049000,0.350288
1.050000,0.349938
1.051000,0.349588
1.052000,0.349239
1.053000,0.348890
1.054000,0.348541
1.055000,0.348192
1.056000,0.347844
1.057000,0.347497
1.058000,0.347149
1.059000,0.346802
1.060000,0.346456
1.061000,0.346110
1.062000,0.345764
1.063000,0.345418
1.064000,0.345073
1.065000,0.344728
1.066000,0.344383
1.067000,0.344039
1.068000,0.343695
1.069000,0.343352
1.070000,0.343009
1.071000,0.342666
1.072000,0.342323
1.073000,0.341981
1.074000,0.341639
1.075000,0.341298
1.076000,0.340957
1.077000,0.340616
1.078000,0.340275
1.079000,0.339935
1.080000,0.339596
1.081000,0.339256
1.082000,0.338917
1.083000,0.338578
1.084000,0.338240
1.085000,0.337902
1.086000,0.337564
1.087000,0.337227
1.088000,0.336890
1.089000,0.336553
1.090000,0.336216
1.091000,0.335880
1.092000,0.335545
1.093000,0.335209
1.094000,0.334874
1.095000,0.334540
1.096000,0.334205
1.097000,0.333871
1.098000,0.333537
1.099000,0.333204
1.100000,0.332871
1.101000,0.332538
1.102000,0.332206
1.103000,0.331874
1.104000,0.331542
1.105000,0.331211
1.106000,0.330880
1.107000,0.330549
1.108000,0.330219
1.109000,0.329889
1.110000,0.329559
1.111000,0.329230
1.112000,0.328901
1.113000,0.328572
1.114000,0.328243
1.115000,0.327915
1.116000,0.327588
1.117000,0.327260
1.118000,0.326933
1.119000,0.326606
1.120000,0.326280
1.121000,0.325954
1.122000,0.325628
1.123000,0.325302
1.124000,0.324977
1.125000,0.324652
1.126000,0.324328
1.127000,0.324004
1.128000,0.323680
1.129000,0.323356
1.130000,0.323033
1.131000,0.322710
1.132000,0.322388
1.133000,0.322066
1.134000,0.321744
1.135000,0.321422
1.136000,0.321101
1.137000,0.320780
1.138000,0.320459
1.139000,0.320139
1.140000,0.319819
1.141000,0.319499
1.142000,0.319180
1.143000,0.318861
1.144000,0.318542
1.145000,0.318224
1.146000,0.317906
1.147000,0.317588
1.148000,0.317271
1.149000,0.316954
1.150000,0.316637
1.151000,0.316320
1.152000,0.316004
1.153000,0.315688
1.154000,0.315373
1.155000,0.315058
1.156000,0.314743
1.157000,0.314428
1.158000,0.314114
1.159000,0.313800
1.160000,0.313486
1.161000,0.313173
1.162000,0.312860
1.163000,0.312547
1.164000,0.312235
1.165000,0.311923
1.166000,0.311611
1.167000,0.311299
1.168000,0.310988
1.169000,0.310677
1.170000,0.310367
1.171000,0.310057
1.172000,0.309747
1.173000,0.309437
1.174000,0.309128
1.175000,0.308819
1.176000,0.308510
1.177000,0.308202
1.178000,0.307894
1.179000,0.307586
1.180000,0.307279
1.181000,0.306972
1.182000,0.306665
1.183000,0.306358
1.184000,0.306052
1.185000,0.305746
1.186000,0.305441
1.187000,0.305135
1.188000,0.304830
1.189000,0.304526
1.190000,0.304221
1.191000,0.303917
1.192000,0.303613
1.193000,0.303310
1.194000,0.303007
1.195000,0.302704
1.196000,0.302401
1.197000,0.302099
1.198000,0.301797
1.199000,0.301496
1.200000,0.301194
1.201000,0.300893
1.202000,0.300592
1.203000,0.300292
1.204000,0.299992
1.205000,0.299692
1.206000,0.299392
1.207000,0.299093
1.208000,0.298794
1.209000,0.298496
1.210000,0.298197
1.211000,0.297899
1.212000,0.297601
1.213000,0.297304
1.214000,0.297007
1.215000,0.296710
1.216000,0.296413
1.217000,0.296117
1.218000,0.295821
1.219000,0.295526
1.220000,0.295230
1.221000,0.294935
1.222000,0.294640
1.223000,0.294346
1.224000,0.294052
1.225000,0.293758
1.226000,0.293464
1.227000,0.293171
1.228000,0.292878
1.229000,0.292585
1.230000,0.292293
1.231000,0.292000
1.232000,0.291709
1.233000,0.291417
1.234000,0.291126
1.235000,0.290835
1.236000,0.290544
1.237000,0.290254
1.238000,0.289964
1.239000,0.289674
1.240000,0.289384
1.241000,0.289095
1.242000,0.288806
1.243000,0.288517
1.244000,0.288229
1.245000,0.287941
1.246000,0.287653
1.247000,0.287366
1.248000,0.287078
1.249000,0.286791
1.250000,0.286505
1.251000,0.286218
1.252000,0.285932
1.253000,0.285647
1.254000,0.285361
1.255000,0.285076
1.256000,0.284791
1.257000,0.284506
1.258000,0.284222
1.259000,0.283938
1.260000,0.283654
1.261000,0.283371
1.262000,0.283087
1.263000,0.282804
1.264000,0.282522
1.265000,0.282239
1.266000,0.281957
1.267000,0.281675
1.268000,0.281394
1.269000,0.281113
1.270000,0.280832
1.271000,0.280551
1.272000,0.280271
1.273000,0.279990
1.274000,0.279711
1.275000,0.279431
1.276000,0.279152
1.277000,0.278873
1.278000,0.278594
1.279000,0.278315
1.280000,0.278037
1.281000,0.277759
1.282000,0.277482
1.283000,0.277204
1.284000,0.276927
1.285000,0.276651
1.286000,0.276374
1.287000,0.276098
1.288000,0.275822
1.289000,0.275546
1.290000,0.275271
1.291000,0.274996
1.292000,0.274721
1.293000,0.274446
1.294000,0.274172
1.295000,0.273898
1.296000,0.273624
1.297000,0.273351
1.298000,0.273077
1.299000,0.272804
1.300000,0.272532
1.301000,0.272259
1.302000,0.271987
1.303000,0.271715
1.304000,0.271444
1.305000,0.271173
1.306000,0.270901
1.307000,0.270631
1.308000,0.270360
1.309000,0.270090
1.310000,0.269820
1.311000,0.269550
1.312000,0.269281
1.313000,0.269012
1.314000,0.268743
1.315000,0.268474
1.316000,0.268206
1.317000,0.267938
1.318000,0.267670
1.319000,0.267403
1.320000,0.267135
1.321000,0.266868
1.322000,0.266602
1.323000,0.266335
1.324000,0.266069
1.325000,0.265803
1.326000,0.265537
1.327000,0.265272
1.328000,0.265007
1.329000,0.264742
1.330000,0.264477
1.331000,0.264213
1.332000,0.263949
1.333000,0.263685
1.334000,0.263421
1.335000,0.263158
1.336000,0.262895
1.337000,0.262632
1.338000,0.262370
1.339000,0.262108
1.340000,0.261846
1.341000,0.261584
1.342000,0.261323
1.343000,0.261061
1.344000,0.260800
1.345000,0.260540
1.346000,0.260279
1.347000,0.260019
1.348000,0.259759
1.349000,0.259500
1.350000,0.259240
1.351000,0.258981
1.352000,0.258722
1.353000,0.258464
1.354000,0.258205
1.355000,0.257947
1.356000,0.257689
1.357000,0.257432
1.358000,0.257175
1.359000,0.256918
1.360000,0.256661
1.361000,0.256404
1.362000,0.256148
1.363000,0.255892
1.364000,0.255636
1.365000,0.255381
1.366000,0.255125
1.367000,0.254870
1.368000,0.254616
1.369000,0.254361
1.370000,0.254107
1.371000,0.253853
1.372000,0.253599
1.373000,0.253346
1.374000,0.253093
1.375000,0.252840
1.376000,0.252587
1.377000,0.252334
1.378000,0.252082
1.379000,0.251830
1.380000,0.251579
1.381000,0.251327
1.382000,0.251076
1.383000,0.250825
1.384000,0.250574
1.385000,0.250324
1.386000,0.250074
1.387000,0.249824
1.388000,0.249574
1.389000,0.249325
1.390000,0.249075
1.391000,0.248826
1.392000,0.248578
1.393000,0.248329
1.394000,0.248081
1.395000,0.247833
1.396000,0.247585
1.397000,0.247338
1.398000,0.247091
